Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
491155,90186B,CRYSTAL HOOP EARRING FLORAL LEAF,1,2009-12-10 09:49:00,3.03,,United Kingdom
491155,90200A,PURPLE SWEETHEART BRACELET,1,2009-12-10 09:49:00,4.33,,United Kingdom
491155,90214S,"LETTER ""S"" BLING KEY RING",1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,DOT,DOTCOM POSTAGE,1,2009-12-10 09:49:00,810.57,,United Kingdom
491155,10002,INFLATABLE POLITICAL GLOBE ,1,2009-12-10 09:49:00,1.7,,United Kingdom
491155,10120,DOGGY RUBBER,2,2009-12-10 09:49:00,0.43,,United Kingdom
491155,15036,ASSORTED COLOURS SILK FAN,4,2009-12-10 09:49:00,1.3,,United Kingdom
491155,15044A,PINK PAPER PARASOL ,1,2009-12-10 09:49:00,6.04,,United Kingdom
491155,15056BL,EDWARDIAN PARASOL BLACK,1,2009-12-10 09:49:00,13.0,,United Kingdom
491155,16201B,PASTEL BLUE PHOTO ALBUM,1,2009-12-10 09:49:00,3.43,,United Kingdom
491155,16219,HOUSE SHAPE PENCIL SHARPENER,1,2009-12-10 09:49:00,1.74,,United Kingdom
491155,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,2009-12-10 09:49:00,0.43,,United Kingdom
491155,16237,SLEEPING CAT ERASERS,2,2009-12-10 09:49:00,0.43,,United Kingdom
491155,17013D,ORIGAMI ROSE INCENSE IN TUBE,1,2009-12-10 09:49:00,3.43,,United Kingdom
491155,17014C,ORIGAMI LAVENDER INCENSE CONES,1,2009-12-10 09:49:00,3.43,,United Kingdom
491155,17091F,SANDALWOOD INCENSE IN TIN,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,1,2009-12-10 09:49:00,5.21,,United Kingdom
491155,20619,TROPICAL PASSPORT COVER ,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,20652,BLUE SPOTTY LUGGAGE TAG ,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,20668,DISCO BALL CHRISTMAS DECORATION,2,2009-12-10 09:49:00,0.43,,United Kingdom
491155,20675,BLUE SPOTTY BOWL,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,20677,PINK SPOTTY BOWL,2,2009-12-10 09:49:00,2.57,,United Kingdom
491155,20681,PINK SPOTTY CHILDS UMBRELLA,2,2009-12-10 09:49:00,6.91,,United Kingdom
491155,20682,RED SPOTTY CHILDS UMBRELLA,1,2009-12-10 09:49:00,6.91,,United Kingdom
491155,20685,RED SPOTTY COIR DOORMAT,1,2009-12-10 09:49:00,13.87,,United Kingdom
491155,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1,2009-12-10 09:49:00,6.91,,United Kingdom
491155,20692,FLORAL ELEPHANT SOFT TOY,1,2009-12-10 09:49:00,8.65,,United Kingdom
491155,20711,JUMBO BAG TOYS ,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,20713,JUMBO BAG OWLS,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,20718,RED SPOTTY SHOPPER BAG,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,20719,WOODLAND CHARLOTTE BAG,3,2009-12-10 09:49:00,1.7,,United Kingdom
491155,20723,STRAWBERRY CHARLOTTE BAG,4,2009-12-10 09:49:00,1.7,,United Kingdom
491155,20724,RED SPOTTY CHARLOTTE BAG,8,2009-12-10 09:49:00,1.7,,United Kingdom
491155,20725,LUNCH BAG RED SPOTTY,2,2009-12-10 09:49:00,4.3,,United Kingdom
491155,20727,LUNCH BAG  BLACK SKULL.,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,20729,RED SPOTTY CANDY BAG,2,2009-12-10 09:49:00,2.57,,United Kingdom
491155,20730,STRAWBERRY CANDY BAG,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,20753,RETRO PINK SPOT WASHING UP GLOVES,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,20754,RETRO RED SPOTTY WASHING UP GLOVES,2,2009-12-10 09:49:00,4.3,,United Kingdom
491155,20776,ABSTRACT CIRCLES NOTEBOOK,1,2009-12-10 09:49:00,3.43,,United Kingdom
491155,84832,ZINC WILLIE WINKIE  CANDLE STICK,4,2009-12-10 09:49:00,1.7,,United Kingdom
491155,84839,SWEETHEART KEY CABINET,1,2009-12-10 09:49:00,13.0,,United Kingdom
491155,84842,HELLO SAILOR BATHROOM SET,1,2009-12-10 09:49:00,7.78,,United Kingdom
491155,84877D,BLUE ROUND COMPACT MIRROR,1,2009-12-10 09:49:00,3.43,,United Kingdom
491155,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2009-12-10 09:49:00,26.04,,United Kingdom
491155,84907,PINK/YELLOW PATCH CUSHION COVER,1,2009-12-10 09:49:00,18.22,,United Kingdom
491155,84912A,PINK ROSE WASHBAG,1,2009-12-10 09:49:00,7.78,,United Kingdom
491155,84946,ANTIQUE SILVER TEA GLASS ETCHED,33,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84951B,S/4 BLACK LOVEBIRD COASTERS,2,2009-12-10 09:49:00,5.17,,United Kingdom
491155,84968A,S/16 VINTAGE ROSE CUTLERY,1,2009-12-10 09:49:00,26.04,,United Kingdom
491155,84971L,LARGE HEART FLOWERS HOOK   ,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84985A,SET OF 72 GREEN PAPER DOILIES,1,2009-12-10 09:49:00,3.04,,United Kingdom
491155,84992,72 SWEETHEART FAIRY CAKE CASES,2,2009-12-10 09:49:00,1.3,,United Kingdom
491155,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1,2009-12-10 09:49:00,7.78,,United Kingdom
491155,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,2,2009-12-10 09:49:00,13.0,,United Kingdom
491155,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,1,2009-12-10 09:49:00,13.0,,United Kingdom
491155,85017A,ENVELOPE 50 ROMANTIC IMAGES,3,2009-12-10 09:49:00,0.83,,United Kingdom
491155,85017B,ENVELOPE 50 BLOSSOM IMAGES,5,2009-12-10 09:49:00,0.83,,United Kingdom
491155,48188,DOOR MAT WELCOME PUPPIES,2,2009-12-10 09:49:00,13.87,,United Kingdom
491155,48194,DOORMAT HEARTS,1,2009-12-10 09:49:00,13.87,,United Kingdom
491155,51014A,"FEATHER PEN,HOT PINK",1,2009-12-10 09:49:00,1.7,,United Kingdom
491155,51014L,"FEATHER PEN,LIGHT PINK",1,2009-12-10 09:49:00,1.7,,United Kingdom
491155,70006,LOVE HEART POCKET WARMER,3,2009-12-10 09:49:00,3.43,,United Kingdom
491155,70007,HI TEC ALPINE HAND WARMER,1,2009-12-10 09:49:00,3.43,,United Kingdom
491155,71143,SILVER BOOK MARK WITH BEADS,3,2009-12-10 09:49:00,2.57,,United Kingdom
491155,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,2009-12-10 09:49:00,6.91,,United Kingdom
491155,72484,ROSES IN WHITE HEART CANDLE ,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,72529W,WHITE ADVENT CANDLE,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,72739C,DARK CHOCOLATE SCENTCANDLE,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,72771B,BURG FLOCK GOLD CUP/CANDLE ,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,72771C,BLACK FLOCK GOLD CANDLE,2,2009-12-10 09:49:00,4.3,,United Kingdom
491155,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3,2009-12-10 09:49:00,8.65,,United Kingdom
491155,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1,2009-12-10 09:49:00,5.17,,United Kingdom
491155,75049L,LARGE CIRCULAR MIRROR MOBILE,2,2009-12-10 09:49:00,2.57,,United Kingdom
491155,79000,MOROCCAN TEA GLASS,2,2009-12-10 09:49:00,5.17,,United Kingdom
491155,79026B,"S/4 ICON COASTER,ELVIS LIVES",1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,79072,TEATIME CAKE TIN WITH HANDLE,1,2009-12-10 09:49:00,17.35,,United Kingdom
491155,79160,HEART SHAPE WIRELESS DOORBELL,2,2009-12-10 09:49:00,3.43,,United Kingdom
491155,79190B,RETRO PLASTIC POLKA TRAY,1,2009-12-10 09:49:00,0.83,,United Kingdom
491155,79191B,RETRO PLASTIC POLKA TRAY,1,2009-12-10 09:49:00,1.7,,United Kingdom
491155,79191C,RETRO PLASTIC ELEPHANT TRAY,2,2009-12-10 09:49:00,1.7,,United Kingdom
491155,79321,CHILLI LIGHTS,1,2009-12-10 09:49:00,10.39,,United Kingdom
491155,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2009-12-10 09:49:00,5.17,,United Kingdom
491155,82551,LAUNDRY 15C METAL SIGN,3,2009-12-10 09:49:00,2.57,,United Kingdom
491155,82553,POP'S GREASY SPOON METAL SIGN,1,2009-12-10 09:49:00,3.43,,United Kingdom
491155,82567,"AIRLINE LOUNGE,METAL SIGN",1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,82578,KITCHEN METAL SIGN,1,2009-12-10 09:49:00,1.3,,United Kingdom
491155,82581,TOILET METAL SIGN,1,2009-12-10 09:49:00,1.3,,United Kingdom
491155,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2009-12-10 09:49:00,7.78,,United Kingdom
491155,84050,PINK HEART SHAPE EGG FRYING PAN,2,2009-12-10 09:49:00,4.3,,United Kingdom
491155,84247J,PACK/12 RUSSIAN DOLL CARDS,1,2009-12-10 09:49:00,0.86,,United Kingdom
491155,84279B,CHERRY BLOSSOM DECORATIVE FLASK,2,2009-12-10 09:49:00,8.65,,United Kingdom
491155,84292,ROSE PINK METAL FOLDING CHAIR,1,2009-12-10 09:49:00,26.04,,United Kingdom
491155,84340,LARGE FIBRE OPTIC CHRISTMAS TREE,2,2009-12-10 09:49:00,7.78,,United Kingdom
491155,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,5,2009-12-10 09:49:00,5.17,,United Kingdom
491155,84375,SET OF 20 KIDS COOKIE CUTTERS,3,2009-12-10 09:49:00,4.3,,United Kingdom
491155,84378,SET OF 3 HEART COOKIE CUTTERS,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,5,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84396,6 HOOK JEWELLERY STAND BLACK DRESS,4,2009-12-10 09:49:00,8.65,,United Kingdom
491155,84450B,YELLOW RABBIT SAT EASTER,1,2009-12-10 09:49:00,0.83,,United Kingdom
491155,84466,TOP SECRET PEN SET,2,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84510B,SET OF 4 FAIRY CAKES COASTERS ,2,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,2009-12-10 09:49:00,1.7,,United Kingdom
491155,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,1,2009-12-10 09:49:00,1.52,,United Kingdom
491155,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,4,2009-12-10 09:49:00,0.83,,United Kingdom
491155,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2009-12-10 09:49:00,0.83,,United Kingdom
491155,84559A,3D SHEET OF DOG STICKERS,2,2009-12-10 09:49:00,1.73,,United Kingdom
491155,84559B,3D SHEET OF CAT STICKERS,1,2009-12-10 09:49:00,1.73,,United Kingdom
491155,84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84580,MOUSE TOY WITH PINK T-SHIRT,2,2009-12-10 09:49:00,4.3,,United Kingdom
491155,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84600,NEW BAROQUE JEWELLERY BOX ,1,2009-12-10 09:49:00,16.48,,United Kingdom
491155,84660C,PINK STITCHED WALL CLOCK,1,2009-12-10 09:49:00,7.78,,United Kingdom
491155,84661C,PINK SQUARE TABLE CLOCK,1,2009-12-10 09:49:00,5.17,,United Kingdom
491155,84671B,CROCHET BEAR WITH BLUE STRIPES,2,2009-12-10 09:49:00,5.17,,United Kingdom
491155,84676,BATH DUCK WATERING CAN,1,2009-12-10 09:49:00,6.04,,United Kingdom
491155,84678,CLASSICAL ROSE SMALL VASE,1,2009-12-10 09:49:00,5.17,,United Kingdom
491155,84685,BEACH HUT KEY CABINET,1,2009-12-10 09:49:00,7.78,,United Kingdom
491155,84692,BOX OF 24 COCKTAIL PARASOLS,2,2009-12-10 09:49:00,0.83,,United Kingdom
491155,35972,DAISY FOLKART HEART DECORATION,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,37370,RETRO COFFEE MUGS ASSORTED,1,2009-12-10 09:49:00,16.48,,United Kingdom
491155,37422,WHITE WITH BLACK CATS BOWL,5,2009-12-10 09:49:00,1.7,,United Kingdom
491155,37423,WHITE WITH BLACK CATS PLATE,1,2009-12-10 09:49:00,1.7,,United Kingdom
491155,37446,MINI CAKE STAND WITH HANGING CAKES,5,2009-12-10 09:49:00,3.43,,United Kingdom
491155,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,5,2009-12-10 09:49:00,3.43,,United Kingdom
491155,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2009-12-10 09:49:00,3.43,,United Kingdom
491155,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2009-12-10 09:49:00,21.7,,United Kingdom
491155,37450,CERAMIC CAKE BOWL + HANGING CAKES,3,2009-12-10 09:49:00,6.04,,United Kingdom
491155,37464,ROBOT MUG IN DISPLAY BOX,2,2009-12-10 09:49:00,2.57,,United Kingdom
491155,37467,PIG MUG IN TWO COLOUR DESIGNS,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,37494A,FAIRY CAKE CERAMIC BUTTER DISH,6,2009-12-10 09:49:00,6.04,,United Kingdom
491155,37495,FAIRY CAKE BIRTHDAY CANDLE SET,1,2009-12-10 09:49:00,7.78,,United Kingdom
491155,37502,TEA TIME MUG IN GIFT BOX,1,2009-12-10 09:49:00,6.04,,United Kingdom
491155,37503,TEA TIME CAKE STAND IN GIFT BOX,2,2009-12-10 09:49:00,21.7,,United Kingdom
491155,46776C,WOVEN FROST CUSHION COVER,2,2009-12-10 09:49:00,13.0,,United Kingdom
491155,47480,HANGING PHOTO CLIP ROPE LADDER,3,2009-12-10 09:49:00,3.43,,United Kingdom
491155,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2009-12-10 09:49:00,6.04,,United Kingdom
491155,47566,PARTY BUNTING,1,2009-12-10 09:49:00,8.65,,United Kingdom
491155,47566B,TEA TIME PARTY BUNTING,1,2009-12-10 09:49:00,8.65,,United Kingdom
491155,47580,TEA TIME DES TEA COSY,2,2009-12-10 09:49:00,5.17,,United Kingdom
491155,47587A,PINK FAIRY CAKE COASTER,1,2009-12-10 09:49:00,1.7,,United Kingdom
491155,48111,DOOR MAT 3 SMILEY CATS,2,2009-12-10 09:49:00,13.87,,United Kingdom
491155,48185,DOOR MAT FAIRY CAKE,3,2009-12-10 09:49:00,13.87,,United Kingdom
491155,82582,AREA PATROLLED METAL SIGN,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,82583,HOT BATHS METAL SIGN,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,82585,SWEET VALENCIA CANDLE+CUP,1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,82597,BOMBS AWAY METAL SIGN,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,82599,FANNY'S REST STOPMETAL SIGN,1,2009-12-10 09:49:00,4.3,,United Kingdom
491155,82607C,GLASS BONBON JAR. SUPERFINES,2,2009-12-10 09:49:00,2.57,,United Kingdom
491155,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2009-12-10 09:49:00,2.57,,United Kingdom
491155,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",2,2009-12-10 09:49:00,2.57,,United Kingdom
491155,82613D,METAL SIGN CUPCAKE SINGLE HOOK,4,2009-12-10 09:49:00,2.57,,United Kingdom
491155,84029C,BROWN FURRY HOT WATER BOTTLE,1,2009-12-10 09:49:00,7.78,,United Kingdom
491155,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2009-12-10 09:49:00,7.78,,United Kingdom
C491156,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2009-12-10 09:54:00,8.5,15523.0,United Kingdom
C491156,22061,LARGE CAKE STAND  HANGING STRAWBERY,-3,2009-12-10 09:54:00,8.5,15523.0,United Kingdom
C491156,21843,RETRO SPOT CAKE STAND,-2,2009-12-10 09:54:00,9.95,15523.0,United Kingdom
C491157,M,Manual,-1,2009-12-10 10:00:00,40.0,14942.0,United Kingdom
491158,21485,RED SPOT HEART HOT WATER BOTTLE,1,2009-12-10 10:17:00,4.95,15523.0,United Kingdom
491158,22109,FULL ENGLISH BREAKFAST PLATE,1,2009-12-10 10:17:00,3.75,15523.0,United Kingdom
491158,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2009-12-10 10:17:00,2.95,15523.0,United Kingdom
491158,21212,PACK OF 72 RETRO SPOT CAKE CASES,48,2009-12-10 10:17:00,0.55,15523.0,United Kingdom
491158,20753,RETRO PINK SPOT WASHING UP GLOVES,1,2009-12-10 10:17:00,2.1,15523.0,United Kingdom
491158,70006,LOVE HEART POCKET WARMER,2,2009-12-10 10:17:00,1.65,15523.0,United Kingdom
491158,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,20,2009-12-10 10:17:00,0.85,15523.0,United Kingdom
491158,20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,2009-12-10 10:17:00,2.95,15523.0,United Kingdom
491158,84987,SET OF 36 TEATIME PAPER DOILIES,24,2009-12-10 10:17:00,1.45,15523.0,United Kingdom
491158,47591D,PINK FAIRY CAKE CHILD'S APRON,20,2009-12-10 10:17:00,1.95,15523.0,United Kingdom
491158,21217,RED SPOTTY ROUND CAKE TINS,4,2009-12-10 10:17:00,9.95,15523.0,United Kingdom
491158,84991,60 TEATIME FAIRY CAKE CASES,144,2009-12-10 10:17:00,0.42,15523.0,United Kingdom
491158,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,2009-12-10 10:17:00,12.75,15523.0,United Kingdom
491159,21411,GINGHAM HEART  DOORSTOP RED,16,2009-12-10 10:27:00,3.75,15311.0,United Kingdom
491159,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2009-12-10 10:27:00,2.75,15311.0,United Kingdom
491159,47591D,PINK FAIRY CAKE CHILD'S APRON,50,2009-12-10 10:27:00,1.65,15311.0,United Kingdom
491159,47591C,BLUE FAIRY CAKE CHILD'S APRON,50,2009-12-10 10:27:00,1.65,15311.0,United Kingdom
491160,84578,ELEPHANT TOY WITH BLUE T-SHIRT,4,2009-12-10 10:29:00,3.75,14911.0,EIRE
491160,84580,MOUSE TOY WITH PINK T-SHIRT,4,2009-12-10 10:29:00,3.75,14911.0,EIRE
491160,21888,BINGO SET,4,2009-12-10 10:29:00,3.75,14911.0,EIRE
491160,20977,36 PENCILS TUBE WOODLAND,16,2009-12-10 10:29:00,1.25,14911.0,EIRE
491160,21519,GIN & TONIC DIET GREETING CARD ,12,2009-12-10 10:29:00,0.42,14911.0,EIRE
491160,20828,GLITTER BUTTERFLY CLIPS,12,2009-12-10 10:29:00,2.55,14911.0,EIRE
491160,21912,VINTAGE SNAKES & LADDERS,4,2009-12-10 10:29:00,3.75,14911.0,EIRE
491160,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2009-12-10 10:29:00,0.85,14911.0,EIRE
491160,85232B,SET/3 RUSSIAN DOLL STACKING TINS,3,2009-12-10 10:29:00,4.95,14911.0,EIRE
491160,84993B,75 BLACK PETIT FOUR CASES,24,2009-12-10 10:29:00,0.42,14911.0,EIRE
491160,48173C,DOOR MAT BLACK FLOCK ,2,2009-12-10 10:29:00,6.75,14911.0,EIRE
491160,21554,CERAMIC BIRDHOUSE RED ROOF LARGE,4,2009-12-10 10:29:00,5.95,14911.0,EIRE
491160,21737,SET 3 WICKER LOG BASKETS,2,2009-12-10 10:29:00,19.95,14911.0,EIRE
491160,C2,CARRIAGE,1,2009-12-10 10:29:00,50.0,14911.0,EIRE
491160,21498,RED SPOTS  WRAP ,25,2009-12-10 10:29:00,0.42,14911.0,EIRE
491160,79321,CHILLI LIGHTS,4,2009-12-10 10:29:00,4.95,14911.0,EIRE
491160,21054,NURSE'S BAG SOFT TOY,3,2009-12-10 10:29:00,8.95,14911.0,EIRE
491160,21056,DOCTOR'S BAG SOFT TOY,3,2009-12-10 10:29:00,8.95,14911.0,EIRE
491160,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-10 10:29:00,1.95,14911.0,EIRE
491161,21770,OPEN CLOSED METAL SIGN,2,2009-12-10 10:32:00,4.95,14942.0,United Kingdom
491161,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2009-12-10 10:32:00,2.55,14942.0,United Kingdom
491161,15056N,EDWARDIAN PARASOL NATURAL,3,2009-12-10 10:32:00,5.95,14942.0,United Kingdom
C491162,85098B,BLUE FLYING SINGING CANARY,-1,2009-12-10 10:33:00,3.75,17861.0,United Kingdom
C491162,85097B,BLUE ROCKING SINGING CANARY,-1,2009-12-10 10:33:00,3.75,17861.0,United Kingdom
491163,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2009-12-10 10:42:00,1.25,13693.0,United Kingdom
491163,22055,MINI CAKE STAND  HANGING STRAWBERY,8,2009-12-10 10:42:00,1.65,13693.0,United Kingdom
491163,84682,CLASSICAL ROSE DISH,6,2009-12-10 10:42:00,2.95,13693.0,United Kingdom
491163,37500,TEA TIME TEAPOT IN GIFT BOX,4,2009-12-10 10:42:00,9.95,13693.0,United Kingdom
491163,37501,TEA TIME TEA SET IN GIFT BOX,6,2009-12-10 10:42:00,6.95,13693.0,United Kingdom
491163,21214,SET OF 72 IVORY PAPER DOILIES,12,2009-12-10 10:42:00,1.45,13693.0,United Kingdom
491163,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2009-12-10 10:42:00,1.45,13693.0,United Kingdom
491163,84987,SET OF 36 TEATIME PAPER DOILIES,12,2009-12-10 10:42:00,1.45,13693.0,United Kingdom
491164,21366,MIRRORED WALL ART PHOTO FRAMES,1,2009-12-10 10:47:00,4.25,15581.0,United Kingdom
491164,21181,PLEASE ONE PERSON  METAL SIGN,1,2009-12-10 10:47:00,2.1,15581.0,United Kingdom
491164,21875,KINGS CHOICE MUG,1,2009-12-10 10:47:00,1.25,15581.0,United Kingdom
491164,72267,PREMIUM CHURCH CANDLE,1,2009-12-10 10:47:00,2.1,15581.0,United Kingdom
491164,22122,SET OF 2 FANCY FONT TEA TOWELS,1,2009-12-10 10:47:00,2.95,15581.0,United Kingdom
491164,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,2009-12-10 10:47:00,1.25,15581.0,United Kingdom
491164,21590,KINGS CHOICE CIGAR BOX MATCHES ,1,2009-12-10 10:47:00,1.25,15581.0,United Kingdom
491164,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2009-12-10 10:47:00,1.25,15581.0,United Kingdom
491164,21790,VINTAGE SNAP CARDS,1,2009-12-10 10:47:00,0.85,15581.0,United Kingdom
491164,85049E,SCANDINAVIAN REDS RIBBONS,2,2009-12-10 10:47:00,1.25,15581.0,United Kingdom
491164,79323LP,LIGHT PINK CHERRY LIGHTS,1,2009-12-10 10:47:00,6.75,15581.0,United Kingdom
491164,21582,KINGS CHOICE SMALL TUBE MATCHES,2,2009-12-10 10:47:00,1.65,15581.0,United Kingdom
491164,22091,EMPIRE TISSUE BOX,1,2009-12-10 10:47:00,1.25,15581.0,United Kingdom
491164,22093,MOTORING TISSUE BOX,1,2009-12-10 10:47:00,1.25,15581.0,United Kingdom
491165,85099B,JUMBO BAG RED WHITE SPOTTY ,10,2009-12-10 10:57:00,1.95,14293.0,United Kingdom
491165,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-10 10:57:00,0.55,14293.0,United Kingdom
491165,84989B,75 BLACK FAIRY CAKE CASES,24,2009-12-10 10:57:00,0.55,14293.0,United Kingdom
491165,84992,72 SWEETHEART FAIRY CAKE CASES,24,2009-12-10 10:57:00,0.55,14293.0,United Kingdom
491165,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-10 10:57:00,0.55,14293.0,United Kingdom
491165,21667,GLASS CAKE COVER AND PLATE,3,2009-12-10 10:57:00,16.95,14293.0,United Kingdom
491165,84782A,PINK 3 TIER GLASS PLATE STAND,8,2009-12-10 10:57:00,10.95,14293.0,United Kingdom
491165,84782C,GREEN 3 TIER GLASS PLATE STAND,8,2009-12-10 10:57:00,10.95,14293.0,United Kingdom
491165,21484,CHICK GREY HOT WATER BOTTLE,8,2009-12-10 10:57:00,3.45,14293.0,United Kingdom
491165,21485,RED SPOT HEART HOT WATER BOTTLE,9,2009-12-10 10:57:00,4.95,14293.0,United Kingdom
491165,22111,SCOTTIE DOG HOT WATER BOTTLE,12,2009-12-10 10:57:00,4.95,14293.0,United Kingdom
491165,72756,FAIRY CAKE CANDLES,108,2009-12-10 10:57:00,1.25,14293.0,United Kingdom
491165,79000,MOROCCAN TEA GLASS,144,2009-12-10 10:57:00,0.65,14293.0,United Kingdom
491165,79321,CHILLI LIGHTS,16,2009-12-10 10:57:00,4.95,14293.0,United Kingdom
C491166,21826,EIGHT PIECE DINOSAUR SET,-4,2009-12-10 11:00:00,1.25,12437.0,France
C491166,22138,BAKING SET 9 PIECE RETROSPOT ,-2,2009-12-10 11:00:00,4.95,12437.0,France
C491166,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-3,2009-12-10 11:00:00,4.95,12437.0,France
C491166,22325,MOBILE VINTAGE HEARTS ,-6,2009-12-10 11:00:00,4.95,12437.0,France
491167,17013A,,-45,2009-12-10 11:09:00,0.0,,United Kingdom
C491168,79323P,PINK CHERRY LIGHTS,-1,2009-12-10 11:23:00,6.75,12978.0,United Kingdom
491169,22355,"CHARLOTTE BAG , SUKI DESIGN",10,2009-12-10 11:25:00,0.85,12417.0,Belgium
491170,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2009-12-10 11:27:00,1.25,17861.0,United Kingdom
491170,21731,RED TOADSTOOL LED NIGHT LIGHT,8,2009-12-10 11:27:00,1.65,17861.0,United Kingdom
491170,21212,PACK OF 72 RETRO SPOT CAKE CASES,7,2009-12-10 11:27:00,0.55,17861.0,United Kingdom
491170,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2009-12-10 11:27:00,0.21,17861.0,United Kingdom
491170,21889,WOODEN BOX OF DOMINOES,6,2009-12-10 11:27:00,1.25,17861.0,United Kingdom
491170,72756,FAIRY CAKE CANDLES,1,2009-12-10 11:27:00,1.49,17861.0,United Kingdom
491170,22196,SMALL HEART MEASURING SPOONS,1,2009-12-10 11:27:00,0.85,17861.0,United Kingdom
491170,22180,RETRO SPOT LAMP,1,2009-12-10 11:27:00,9.95,17861.0,United Kingdom
491170,22195,LARGE HEART MEASURING SPOONS,1,2009-12-10 11:27:00,1.65,17861.0,United Kingdom
491170,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-10 11:27:00,4.95,17861.0,United Kingdom
491170,21482,MUSHROOM BLUE HOT WATER BOTTLE,2,2009-12-10 11:27:00,2.95,17861.0,United Kingdom
